Year,Month,EFPG_name,EFPG_code,Metroregion_name,Metroregion_code,Purchase_dollars_wtd,Purchase_grams_wtd,Purchase_dollars_unwtd,Purchase_grams_unwtd,Number_stores,Unit_value_mean_wtd,Unit_value_se_wtd,Unit_value_mean_unwtd,Price_index_GEKS
2012,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,11049549,1519382878,6459770,923961256,1397,0.727,0.0106,0.699,1.034327627
2012,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10184975,1411601312,5730089,818802320,1387,0.722,0.0095,0.7,1.037748448
2012,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10676716,1510066933,6077256,880315585,1393,0.707,0.0078,0.69,1.032563366
2012,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10692936,1542076215,6467696,980401191,1397,0.693,0.0110,0.66,0.998276101
2012,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10354971,1431305448,5827278,836430610,1401,0.723,0.0099,0.697,1.030290872
2012,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10570007,1488509488,6067424,878896979,1401,0.71,0.0088,0.69,1.02282455
2012,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,11710066,1664804208,6501196,958515182,1407,0.703,0.0128,0.678,1.018317102
2012,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10678052,1526921973,5955808,862064359,1405,0.699,0.0061,0.691,1.025518587
2012,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9491341,1338605393,5643865,817192462,1407,0.709,0.0093,0.691,1.040969941
2012,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9455359,1338115513,5878648,844374228,1399,0.707,0.0065,0.696,1.029826123
2012,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7372251,1071867193,5270630,767708527,1401,0.688,0.0076,0.687,1.017604844
2012,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8926410,1288137647,6120382,895849291,1413,0.693,0.0072,0.683,1.030810536
2013,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10859053,1510724087,5148330,748997512,1230,0.719,0.0066,0.687,1.039536783
2013,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8168239,1156498061,4363027,623787091,1225,0.706,0.0072,0.699,1.043262804
2013,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9367665,1366344377,5062710,751690997,1227,0.686,0.0085,0.674,1.024715071
2013,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8625640,1249306684,4690345,685794394,1228,0.69,0.0058,0.684,1.014583129
2013,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8820414,1280903636,4781204,715373278,1224,0.689,0.0098,0.668,1.009665819
2013,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8380439,1214642087,4618110,683879017,1225,0.69,0.0081,0.675,1.017258948
2013,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8510214,1273381218,4703800,732413690,1231,0.668,0.0115,0.642,0.993934466
2013,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8020255,1171279649,4354884,647946407,1231,0.685,0.0073,0.672,1.015099153
2013,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7436515,1077708723,4111374,618102957,1229,0.69,0.0121,0.665,1.029902882
2013,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7328053,1050650210,3992242,588013870,1225,0.697,0.0095,0.679,1.037818105
2013,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,6630591,929385765,3592528,524179318,1226,0.713,0.0126,0.685,1.066626477
2013,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,6978582,981168785,3804963,560091859,1229,0.711,0.0133,0.679,1.048111101
2014,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7682044,1089779486,4367698,637559714,1282,0.705,0.0082,0.685,1.02212985
2014,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7223474,1040165227,3982129,586887697,1276,0.694,0.0079,0.679,1.009129054
2014,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7841947,1158804832,4423933,679154088,1284,0.677,0.0099,0.651,0.998329491
2014,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7750233,1152509781,4297616,644851677,1278,0.672,0.0071,0.666,0.997785696
2014,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7494016,1081200291,4050519,598753718,1286,0.693,0.0092,0.676,1.007657181
2014,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7731300,1118511771,4313973,634560683,1292,0.691,0.0073,0.68,1.026116554
2014,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8083309,1172476529,4514532,688690350,1280,0.689,0.0108,0.656,1.016329829
2014,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7939980,1147067955,4255141,625932340,1278,0.692,0.0073,0.68,1.029689735
2014,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,6945095,1015103343,3771343,554521938,1281,0.684,0.0078,0.68,1.038552888
2014,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7376922,1060261589,4136500,621690307,1284,0.696,0.0109,0.665,1.034822581
2014,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,6852602,980677659,3912969,581173643,1277,0.699,0.0104,0.673,1.03296934
2014,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,6528861,907228181,3800831,553830901,1273,0.72,0.0121,0.686,1.066357696
2015,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9036924,1328732847,5470954,811692231,1390,0.68,0.0022,0.674,0.986196143
2015,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7328030,1071303374,4494904,677541078,1372,0.684,0.0048,0.663,0.994578221
2015,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7961223,1139785284,4887731,731060255,1376,0.698,0.0062,0.669,1.013604786
2015,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8233352,1207408098,5106423,774469371,1371,0.682,0.0042,0.659,0.989819698
2015,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8430746,1250424034,5054523,777178639,1372,0.674,0.0044,0.65,0.990848877
2015,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7777649,1112690496,4855833,726084338,1365,0.699,0.0051,0.669,1.026430613
2015,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8414416,1203299083,5161688,781046628,1367,0.699,0.0068,0.661,1.037064212
2015,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8215787,1164497180,5065984,745700125,1372,0.706,0.0062,0.679,1.054296059
2015,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7614630,1061067423,4673957,692585676,1371,0.718,0.0070,0.675,1.057999995
2015,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7778002,1070582580,4725200,677003805,1377,0.727,0.0060,0.698,1.053878636
2015,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7242482,997919092,4479059,656165745,1376,0.726,0.0093,0.683,1.04683045
2015,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8911563,1241338761,5332875,764640363,1393,0.718,0.0044,0.697,1.034651957
2016,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7406773,1094466711,4997828,717337194,1407,0.677,0.0033,0.697,1.012756976
2016,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7169607,1049701423,4896042,698430967,1394,0.683,0.0046,0.701,1.020753711
2016,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7841233,1136139618,5449806,766105408,1410,0.69,0.0085,0.711,1.021999637
2016,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7576217,1120571443,5045164,725335549,1396,0.676,0.0047,0.696,1.022398913
2016,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7782751,1157587996,5287673,777665475,1407,0.672,0.0035,0.68,1.031064215
2016,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7788034,1162612385,5177773,763136105,1399,0.67,0.0048,0.678,1.012724028
2016,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8256336,1229534034,5417942,784723005,1394,0.672,0.0120,0.69,1.038367756
2016,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8218191,1252869046,5375016,792187056,1401,0.656,0.0042,0.679,1.020162252
2016,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7393376,1122638334,4994847,749263558,1393,0.659,0.0043,0.667,0.999532188
2016,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7389685,1097230902,4909500,715117485,1400,0.673,0.0036,0.687,1.019401444
2016,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,6907644,1027785540,4628752,678078582,1396,0.672,0.0045,0.683,1.018042243
2016,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7436071,1125980427,5026140,759981533,1393,0.66,0.0048,0.661,1.012806434
2017,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10621972,1505970670,5208102,778073613,1447,0.705,0.0156,0.669,1.040288788
2017,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9675291,1345590883,4684739,671095303,1441,0.719,0.0173,0.698,1.071608055
2017,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10756318,1474383308,5208066,738125407,1446,0.73,0.0302,0.706,1.079375311
2017,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8720817,1218171138,4970256,705516540,1440,0.716,0.0114,0.704,1.062947903
2017,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9342863,1333560664,5258638,758384336,1446,0.701,0.0132,0.693,1.042726826
2017,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8996426,1315711761,5293554,768300737,1446,0.684,0.0095,0.689,1.032673847
2017,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10069033,1445233183,5542237,800035850,1457,0.697,0.0142,0.693,1.041392043
2017,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9589687,1394205609,5345979,778147209,1448,0.688,0.0138,0.687,1.05300254
2017,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8664709,1322718406,5028992,749036333,1447,0.655,0.0101,0.671,1.022204322
2017,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8069383,1164768660,4925375,710730576,1458,0.693,0.0051,0.693,1.040063449
2017,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8869451,1212409479,4500582,633434192,1456,0.732,0.0156,0.711,1.0702965
2017,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,10583237,1419546901,4805804,693259593,1446,0.746,0.0272,0.693,1.068320273
2018,1,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,11152538,1564232329,5189653,772040275,1443,0.713,0.0141,0.672,1.034149643
2018,2,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,9188004,1258516391,4558251,658522854,1453,0.73,0.0120,0.692,1.054330647
2018,3,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8834292,1263971633,5269588,776064960,1462,0.699,0.0074,0.679,1.020487056
2018,4,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8253808,1204017603,5181276,782685824,1577,0.686,0.0110,0.662,0.995679643
2018,5,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8174095,1164887387,5073916,741677809,1572,0.702,0.0103,0.684,1.017324803
2018,6,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7774184,1116450648,4924160,721389300,1575,0.696,0.0094,0.683,1.027771094
2018,7,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8258605,1160070685,5213262,754072575,1579,0.712,0.0129,0.691,1.044307778
2018,8,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7915580,1091027688,5040750,725072098,1577,0.726,0.0178,0.695,1.071517573
2018,9,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7132846,979939849,4708269,684227125,1573,0.728,0.0220,0.688,1.068437202
2018,10,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,7515250,1041655446,4805600,689806549,1578,0.721,0.0143,0.697,1.064232775
2018,11,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8158979,1094111147,4569661,645133712,1583,0.746,0.0127,0.708,1.086117757
2018,12,All other breakfast cereal,74050,Los Angeles-Long Beach-Anaheim  CA,31080,8664236,1117723041,4363239,606509281,1586,0.775,0.0186,0.719,1.136211165
2012,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7345688,967914975,5447122,713863848,1018,0.759,0.0028,0.763,1.040201866
2012,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6338983,834800511,4754678,619595606,1016,0.759,0.0026,0.767,1.056607615
2012,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7019262,941840014,5255265,694577024,1016,0.745,0.0034,0.757,1.034877962
2012,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6534657,861533024,4858213,643102702,1019,0.758,0.0058,0.755,1.049521162
2012,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6410044,859302174,4693550,613549437,1018,0.746,0.0050,0.765,1.041013373
2012,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6355626,858680394,4650558,620827529,1018,0.74,0.0030,0.749,1.03892041
2012,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6839083,925914525,5115557,697317076,1022,0.739,0.0066,0.734,1.026033873
2012,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6653578,895125086,4703249,620314725,1016,0.743,0.0039,0.758,1.056894986
2012,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6373108,857376215,4454148,593686685,1017,0.743,0.0031,0.75,1.034160877
2012,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7194065,952330371,4491873,590526951,1017,0.755,0.0072,0.761,1.065788611
2012,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7840092,1040324365,4159000,545821977,1017,0.754,0.0082,0.762,1.062557415
2012,12,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,8429925,1092443808,5074718,655726994,1024,0.772,0.0076,0.774,1.078793644
2013,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7013648,953825536,4846843,646203547,962,0.735,0.0107,0.75,1.027478789
2013,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6006876,788809555,3970023,507059920,961,0.762,0.0145,0.783,1.06524336
2013,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6668804,897586468,4620271,617437797,958,0.743,0.0063,0.748,1.029563548
2013,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6216846,836645927,4167479,544319604,959,0.743,0.0141,0.766,1.024886493
2013,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6138102,833022189,4136788,550467525,957,0.737,0.0092,0.752,1.033082837
2013,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5840252,781913093,3880852,519885593,957,0.747,0.0054,0.746,1.042586763
2013,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6028337,814772543,3908427,526117545,958,0.74,0.0064,0.743,1.042058208
2013,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5822168,783630567,3970396,535372944,959,0.743,0.0062,0.742,1.050337811
2013,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5391459,739510883,3580870,490371651,960,0.729,0.0041,0.73,1.028465689
2013,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5255161,699841111,3468071,466516957,958,0.751,0.0087,0.743,1.042944782
2013,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4873313,640042811,3287258,429963414,958,0.761,0.0053,0.765,1.053235047
2013,12,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5183551,693062798,3522944,465574444,964,0.748,0.0071,0.757,1.038491977
2014,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6561867,874476457,3955743,517540688,993,0.75,0.0091,0.764,1.009820587
2014,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5585630,735559173,3495565,461173557,1005,0.759,0.0091,0.758,1.047950371
2014,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6359331,856289397,3940290,524702915,1011,0.743,0.0073,0.751,1.005089689
2014,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6096195,831554777,3683367,502033051,989,0.733,0.0093,0.734,1.019185974
2014,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4538862,615291915,3469606,460399634,990,0.738,0.0058,0.754,1.036080657
2014,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4443093,635497331,3624978,494708953,989,0.699,0.0065,0.733,0.992150087
2014,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4570840,641471106,3700378,496482101,990,0.713,0.0075,0.745,0.997868297
2014,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4446029,621004962,3591904,482691706,997,0.716,0.0088,0.744,1.006466889
2014,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3955455,565170517,3252050,440317783,1012,0.7,0.0070,0.739,0.981769022
2014,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4096123,564026297,3273826,432834017,989,0.726,0.0127,0.756,1.025357983
2014,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3844308,530961709,3290312,432244465,985,0.724,0.0115,0.761,1.027557411
2014,12,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3777517,509966308,3353220,429397578,1022,0.741,0.0111,0.781,1.051214586
2015,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3404299,502757028,3451603,464396427,969,0.677,0.0047,0.743,0.986794954
2015,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2784961,399831014,2865029,375426782,950,0.697,0.0046,0.763,1.008421374
2015,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3065932,440222491,3153943,419567369,941,0.696,0.0041,0.752,0.994853532
2015,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2907519,418004863,2974259,397645587,941,0.696,0.0037,0.748,0.999365739
2015,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2826036,409366423,2797429,370586010,942,0.69,0.0046,0.755,1.010446251
2015,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2861989,418581170,2745288,366646762,938,0.684,0.0044,0.749,1.017062394
2015,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3094086,453363438,3046973,410618358,940,0.682,0.0040,0.742,1.006434222
2015,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3141078,460649559,3019700,405747164,941,0.682,0.0041,0.744,1.020499325
2015,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2665527,388419485,2621626,350754992,955,0.686,0.0041,0.747,1.019799901
2015,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2813443,405951590,2788244,368938680,949,0.693,0.0042,0.756,1.02471289
2015,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,2756188,391791999,2788826,362257708,950,0.703,0.0052,0.77,1.025685857
2015,12,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,3340140,481343660,3332377,439722854,967,0.694,0.0043,0.758,1.018780865
2016,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6775066,941510837,3642361,493402250,1062,0.72,0.0051,0.738,1.014983528
2016,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7085043,978321953,3676470,506112088,1037,0.724,0.0077,0.726,1.020272669
2016,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5752889,798005782,3872463,532078115,1045,0.721,0.0032,0.728,1.002484798
2016,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5447577,760498988,3596500,496772237,1048,0.716,0.0037,0.724,1.010885937
2016,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5349511,739392250,3468035,467070930,1052,0.724,0.0063,0.743,1.032737151
2016,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5350860,738255593,3657892,502538630,1049,0.725,0.0036,0.728,1.041474209
2016,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5639276,787142233,3839475,535318625,1051,0.716,0.0034,0.717,1.041742613
2016,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5817587,817282122,4007864,567830594,1048,0.712,0.0030,0.706,1.026798689
2016,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5468040,769756384,3631089,504737874,1044,0.71,0.0040,0.719,1.007604664
2016,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5403407,747712555,3676413,512311929,1046,0.723,0.0028,0.718,1.04323723
2016,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4944220,691559252,3471928,485535494,1045,0.715,0.0026,0.715,1.030282038
2016,12,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5131317,689899190,3584155,481091604,1042,0.744,0.0035,0.745,1.081925227
2017,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6935784,964247803,3922232,547772804,932,0.719,0.0054,0.716,1.018403885
2017,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6415964,916037313,3676335,517149496,939,0.7,0.0047,0.711,1.002830356
2017,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,7068076,969900749,4069890,565192846,939,0.729,0.0057,0.72,1.019490472
2017,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6423640,882071145,3735513,527478387,934,0.728,0.0049,0.708,1.019482936
2017,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5461166,746634449,3509735,495246653,933,0.731,0.0069,0.709,1.052980212
2017,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5489907,775061952,3615233,509671416,934,0.708,0.0049,0.709,1.015371597
2017,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5495655,792138563,3826155,545706770,934,0.694,0.0052,0.701,1.010672935
2017,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5325139,749487277,3813505,538608678,929,0.711,0.0051,0.708,1.039117772
2017,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5271548,749286405,3700346,524327572,924,0.704,0.0042,0.706,1.022826313
2017,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5322122,758703706,3771765,536341083,926,0.701,0.0048,0.703,1.033290081
2017,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4611875,649061544,3439608,488401196,921,0.711,0.0044,0.704,1.031783606
2017,12,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4594389,632298027,3437518,471722166,928,0.727,0.0033,0.729,1.050394954
2018,1,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5922482,803048353,3910992,548908290,943,0.738,0.0021,0.713,1.022999249
2018,2,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,5354356,747607306,3610788,516664299,945,0.716,0.0020,0.699,1.009629074
2018,3,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,6335581,878943552,3945256,556467610,939,0.721,0.0030,0.709,1.023186845
2018,4,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4713471,680386231,3683593,523243658,945,0.693,0.0036,0.704,1.015457338
2018,5,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4541847,643008042,3745893,536826715,939,0.706,0.0025,0.698,1.013584237
2018,6,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4553928,646360612,3697086,532744988,934,0.705,0.0019,0.694,1.006825627
2018,7,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4593371,642644661,3866361,554809489,935,0.715,0.0022,0.697,1.03208995
2018,8,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4592391,652552410,3787545,547642995,937,0.704,0.0020,0.692,0.997528469
2018,9,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4138903,587487270,3502441,509876450,939,0.705,0.0026,0.687,1.011883505
2018,10,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4240939,599357429,3473327,496808331,940,0.708,0.0020,0.699,1.012758465
2018,11,All other breakfast cereal,74050,Miami-Fort Lauderdale-West Palm Beach  FL,33100,4123974,579321954,3430950,493577924,934,0.712,0.0020,0.695,1.024506062
