fdc_id,brand_owner,brand_name,subbrand_name,ingredients,not_a_significant_source_of,serving_size_grams,household_serving_fulltext,branded_food_category,market_country
1849748,"Post Consumer Brands, LLC",BETTER OATS,OAT REVOLUTION!,"WHOLE GRAIN ROLLED OATS, SUGAR, FLAXSEED, NATURAL AND ARTIFICIAL FLAVOR, SALT, FREEZE DRIED STRAWBERRIES, FREEZE DRIED WILD BLUEBERRIES, CITRIC ACID. VITAMINS & MINERALS: CALCIUM CARBONATE, FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), ALPHA TOCOPHEROL ACETATE (VITAMIN E), NIACINAMIDE*, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE*, RIBOFLAVIN*, THIAMIN MONONITRATE*, FOLIC ACID*.",,35,1 POUCH,Cereal,United States
1010977,"Hy-Vee, Inc.",,,"WHOLE GRAIN ROLLED OATS, SUGAR, NATURAL AND ARTIFICIAL FLAVORS, SALT, GUAR GUM, CARAMEL COLOR, SUCRALOSE (SPLENDA BRAND), VITAMINS AND MINERALS: CALCIUM CARBONATE (A SOURCE OF CALCIUM), NIACINAMIDE++, REDUCED IRON, VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE++, RIBOFLAVIN++, THIAMIN MONONITRATE++, FOLIC ACID++, VITAMIN D.",,34,1 PACKET,Cereal,United States
1849756,"Safeway, Inc.",SAFEWAY KITCHENS,,"WHOLE OAT FLOUR, SUGAR, MODIFIED CORN STARCH, WHEAT GERM, BROWN SUGAR, HONEY, OAT FIBER, SALT, CALCIUM CARBONATE, TRIPOTASSIUM PHOSPHATE, ALMONDS, VITAMIN C (SODIUM ASCORBATE), CANOLA OIL, SILICON DIOXIDE, REDUCED IRON, VITAMIN A (PALMITATE), NIACINAMIDE, ZINC OXIDE, NATURAL FLAVOR, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), COLOR (ANNATTO EXTRACT, CARAMEL), VITAMIN B2 (RIBOFLAVIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B1 (THIAMINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,30,0.75 cup,Cereal,United States
1011133,"Post Consumer Brands, LLC",,,"INGREDIENTS: RICE, SUGAR, COCOA (PROCESSED WITH ALKALI), CANOLA OIL, SALT, CARAMEL COLOR, NATURAL FLAVOR, ROSEMARY EXTRACT (ANTIOXIDANT). VITAMINS AND MINERALS: REDUCED IRON, ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), FOLIC ACID.",,42,1 cup,Cereal,United States
1011135,"Post Consumer Brands, LLC",,,INGREDIENTS: WHOLE GRAIN WHEAT. FRESHNESS PRESERVED WITH VITAMIN E (MIXED TOCOPHEROLS).,,60,22 biscuits,Cereal,United States
1011137,"Post Consumer Brands, LLC",,,"RICE, SUGAR, HYDROGENATED VEGETABLE OIL (COCONUT AND PALM KERNEL OILS), SALT, CONTAINS LESS THAN 0.5% OF NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 6, TURMERIC OLEORESIN (COLOR), BLUE 1, YELLOW 5, BLUE 2, BHA (TO HELP PROTECT FLAVOR). VITAMINS AND MINERALS: SODIUM ASCORBATE (SOURCE OF VITAMIN C), ASCORBIC ACID (VITAMIN C), NIACINAMIDE, REDUCED IRON, ZINC OXIDE (SOURCE OF ZINC), VITAMIN B6, VITAMIN A PALMITATE, RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,27,3/4 cup,Cereal,United States
1011139,"Post Consumer Brands, LLC",,,"WHOLE GRAIN WHEAT, RICE, SUGAR, DRIED CRANBERRIES (CRANBERRIES, SUGAR, GLYCERIN, SUNFLOWER OIL), WHOLE GRAIN ROLLED OATS, DEGERMED YELLOW CORN MEAL, ALMONDS, CANOLA OIL, SALT, BARLEY MALT EXTRACT, RICE SYRUP, MOLASSES, CITRIC ACID, NATURAL AND ARTIFICIAL FLAVOR, MALIC ACID. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), NIACINAMIDE (VITAMIN B3), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,60,1 cup,Cereal,United States
1849825,"Morgan Wholesale Building Material, Co.",ONE DEGREE ORGANIC FOODS,,"ORGANIC SPROUTED WHOLE GRAIN BROWN RICE, ORGANIC COCONUT SUGAR, ORGANIC CACAO, ORGANIC SUNFLOWER OIL, ORGANIC SUNFLOWER LECITHIN, UNREFINED SALT, TOCOPHEROLS (VITAMIN E).",,35,3/4 cup,Cereal,United States
1849826,"Morgan Wholesale Building Material, Co.",ONE DEGREE ORGANIC FOODS,,"ORGANIC SPROUTED KHORASAN WHEAT, ORGANIC SPROUTED BROWN RICE, ORGANIC COCONUT PALM SUGAR, UNREFINED SALT, TOCOPHEROLS (VITAMIN E).",,30,0.667 cup,Cereal,United States
1011397,NatGood Operation LLC,,,"ALMONDS, SOY CRISP (SOY PROTEIN ISOLATE, TAPIOCA STARCH, SALT), SUNFLOWER SEEDS, ERYTHRITOL, SUNFLOWER OIL, WATER, TAGATOSE, COCONUT, CONTAINS 2% OR LESS OF THE FOLLOWING: MALTITOL, FLAX MEAL, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, NATURAL FLAVORS, SEA SALT, MONK FRUIT EXTRACT, XANTHAN GUM, STEVIA LEAF EXTRACT.",,60,2/3 cup,Cereal,United States
1011399,NatGood Operation LLC,,,"ALMONDS, SOY CRISP (SOY PROTEIN ISOLATE, TAPIOCA STARCH, SALT), SUNFLOWER SEEDS, PUMPKIN SEEDS, ERYTHRITOL, SUNFLOWER OIL, CHOCOLATE CHIPS (CANE SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER), WATER, TAGATOSE, PECANS, CONTAINS 2% OR LESS OF THE FOLLOWING: MALTITOL, COCONUT, NATURAL MAPLE FLAVOR WITH OTHER NATURAL FLAVORS, NATURAL FLAVORS, FLAX MEAL, SEA SALT, MONK FRUIT EXTRACT, XANTHAN GUM, STEVIA LEAF EXTRACT.",,60,2/3 cup,Cereal,United States
1849889,Harris-Teeter Inc.,HARRIS TEETER,,"WHOLE GRAIN OAT FLOUR, SUGAR, WHEAT STARCH, HONEY, SALT, CALCIUM CARBONATE, TRISODIUM PHOSPHATE, CARAMEL COLOR, MOLASSES, NATURAL FLAVOR. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1.25 cup,Cereal,United States
1011751,"Post Consumer Brands, LLC",,,"CORN FLOUR, SUGAR, PEANUT BUTTER (PEANUTS, DEXTROSE, HYDROGENATED VEGETABLE OIL (COTTONSEED, SOYBEAN, CANOLA), SALT), DEXTROSE, WHOLE GRAIN OAT FLOUR, CANOLA OIL, SALT, CALCIUM CARBONATE, NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 5, BLUE 1, YELLOW 6, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,41,1 1/4 cup,Cereal,United States
1012235,"Hy-Vee, Inc.",,,"WHOLE WHEAT, SUGAR, CONTAINS 2% OR LESS OF: BROWN SUGAR, CORN STARCH, NATURAL AND ARTIFICIAL FLAVOR, GELATIN, COLOR (CARAMEL), REDUCED IRON, NIACIN (NIACINAMIDE), ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), TRICALCIUM PHOSPHATE, FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN).",,55,1 cup,Cereal,United States
1013115,"Hy-Vee, Inc.",,,"WHEAT FARINA, WHEAT GERM, DISODIUM PHOSPHATE (ADDED FOR QUICK COOKING). VITAMINS & MINERALS: CALCIUM CARBONATE, FERRIC ORTHOPHOSPHATE (A SOURCE OF IRON), NIACINAMIDE, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID.",,33,3 Tbsp,Cereal,United States
1849954,Gilster Marylee  C/o Ko-Pak Inc.,CLOVER VALLEY,,"FLOUR (CORN, WHEAT, OAT), SUGAR, CALCIUM CARBONATE, COLOR (YELLOW 6, RED 40, BLUE 1, OLEORESIN, ANNATTO EXTRACT), SALT, NATURAL FLAVOR, VITAMIN C (SODIUM ASCORBATE), VITAMIN A (PALMITATE), REDUCED IRON, NIACIN (NIACINAMIDE), ZINC (ZINC OXIDE), VITAMIN B12 (CYANOCOBALAMIN), VITAMIN D (CHOLECALCIFEROL), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE HYDROCHLORIDE), PRESERVATIVE (BHT), FOLIC ACID. BHT ADDED TO PACKAGING TO HELP PRESERVE FRESHNESS",,32,1 cup,Cereal,United States
1014121,"General Mills, Inc.",,,"WHOLE GRAIN CORN, SUGAR, CORN MEAL, CORN SYRUP, CANOLA OIL, SALT, COLOR (CARAMEL COLOR, VEGETABLE AND FRUIT JUICE), COCOA PROCESSED WITH ALKALI, NATURAL FLAVOR, BAKING SODA. VITAMINS AND MINERALS: CALCIUM CARBONATE TRICALCIUM PHOSPHATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1014743,"General Mills, Inc.",,,"WHOLE GRAIN CORN, SUGAR, CORN MEAL, MODIFIED CORN STARCH, CORN SYRUP, CANOLA OIL, DEXTROSE, COCOA PROCESSED WITH ALKALI, YELLOW 5 & 6, RED 40, BLUE 1 AND OTHER COLOR ADDED, SALT, FRUCTOSE, GELATIN, NATURAL AND ARTIFICIAL FLAVOR, TRISODIUM PHOSPHATE, CORN STARCH. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1014759,"General Mills, Inc.",,,"WHOLE GRAIN CORN, SUGAR, CORN MEAL, CORN SYRUP, CANOLA OIL, SALT, TRISODIUM PHOSPHATE, NATURAL AND ARTIFICIAL FLAVOR, RED 40, YELLOW 6, BLUE 1 AND OTHER COLOR ADDED, CITRIC ACID, MALIC ACID. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1014951,"General Mills, Inc.",,,"WHOLE GRAIN CORN, SUGAR, MARSHMALLOWS (SUGAR, CORN SYRUP, DEXTROSE, MODIFIED CORN STARCH, GELATIN, NATURAL FLAVOR), CORN MEAL, CORN SYRUP, COCOA PROCESSED WITH ALKALI, CANOLA OIL, FRUCTOSE, SALT, CARAMEL COLOR, REFINER'S SYRUP, BAKING SODA, NATURAL FLAVOR. VITAMINS AND MINERALS: TRICALCIUM PHOSPHATE, CALCIUM CARBONATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1014955,"General Mills, Inc.",,,"WHOLE GRAIN OATS, MARSHMALLOWS (SUGAR, MODIFIED CORN STARCH, CORN SYRUP, DEXTROSE, GELATIN, NATURAL & ARTIFICIAL FLAVOR, BLUE 1, YELLOW 6, RED 40), SUGAR, OAT FLOUR, CORN SYRUP, CORN STARCH, SALT, TRISODIUM PHOSPHATE, CINNAMON, NATURAL AND ARTIFICIAL FLAVOR. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015135,"General Mills, Inc.",,,"WHOLE GRAIN OATS, CORN STARCH, SUGAR, SALT, TRIPOTASSIUM PHOSPHATE. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN A (PALMITATE), VITAMIN B1 (THIAMIN MONONITRATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015285,The Kellogg Company ,,,"INGREDIENTS: SUGAR, CORN FLOUR BLEND (WHOLE GRAIN YELLOW CORN FLOUR, DEGERMINATED YELLOW CORN FLOUR), WHEAT FLOUR, WHOLE GRAIN OAT FLOUR, CONTAINS 2% OR LESS OF CORN SYRUP, MODIFIED CORN STARCH, DEXTROSE, HYDROGENATED VEGETABLE OIL (COCONUT, SOYBEAN AND/OR COTTONSEED), OAT FIBER, SALT, NATURAL AND ARTIFICIAL FLAVOR, SOLUBLE CORN FIBER, GELATIN, RED 40, YELLOW 5, YELLOW 6, BLUE 1, TURMERIC EXTRACT COLOR, ANNATTO EXTRACT COLOR, BHT FOR FRESHNESS. VITAMINS AND MINERALS: VITAMIN C (SODIUM ASCORBATE AND ASCORBIC ACID), NIACINAMIDE, REDUCED IRON, ZINC OXIDE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN A PALMITATE, VITAMIN B1 (THIAMIN HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,29,1 Cup,Cereal,United States
1015293,"General Mills, Inc.",,,"WHOLE GRAIN CORN, SUGAR, MARSHMALLOWS (SUGAR, CORN SYRUP, DEXTROSE, MODIFIED CORN STARCH, GELATIN, NATURAL FLAVOR), CORN MEAL, CORN SYRUP, COCOA PROCESSED WITH ALKALI, CANOLA OIL, FRUCTOSE, SALT, CARAMEL COLOR, REFINER'S SYRUP, BAKING SODA, NATURAL FLAVOR. VITAMINS AND MINERALS: TRICALCIUM PHOSPHATE, CALCIUM CARBONATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015295,"General Mills, Inc.",,,"WHOLE GRAIN OATS, MARSHMALLOWS (SUGAR, MODIFIED CORN STARCH, CORN SYRUP, DEXTROSE, GELATIN, NATURAL & ARTIFICIAL FLAVOR, BLUE 1, YELLOW 6, RED 40), SUGAR, OAT FLOUR, CORN SYRUP, CORN STARCH, SALT, TRISODIUM PHOSPHATE, CINNAMON, NATURAL AND ARTIFICIAL FLAVOR. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015405,The Quaker Oats Company,,,WHOLE GRAIN STEEL CUT OATS,,40,0.25 cup,Cereal,United States
1015753,"General Mills, Inc.",,,"WHOLE GRAIN WHEAT, SUGAR, RICE FLOUR, CANOLA OIL, FRUCTOSE, MALTODEXTRIN, DEXTROSE, SALT, CINNAMON, TRISODIUM PHOSPHATE, SOY LECITHIN, CARAMEL COLOR. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, IRON AND ZINC (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015775,"General Mills, Inc.",,,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, MARSHMALLOWS (SUGAR, DEXTROSE, MODIFIED CORN STARCH, CORN SYRUP, GELATIN, MALIC ACID, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, RED 40, BLUE 1 & 2), CORN SYRUP, CANOLA OIL, SALT, TRISODIUM PHOSPHATE, RED 40, NATURAL AND ARTIFICIAL FLAVOR. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015777,"General Mills, Inc.",,,"WHOLE GRAIN CORN, CORN MEAL, SUGAR, MARSHMALLOWS (SUGAR, DEXTROSE, MODIFIED CORN STARCH, CORN SYRUP, GELATIN, MALIC ACID, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, RED 40, BLUE 1 & 2), CORN SYRUP, CANOLA OIL, SALT, TRISODIUM PHOSPHATE, RED 40, NATURAL AND ARTIFICIAL FLAVOR, BLUE 1. VITAMINS AND MINERALS: CALCIUM CARBONATE, TRICALCIUM PHOSPHATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1015855,"General Mills, Inc.",,,"WHOLE GRAIN OATS, SUGAR, CORN STARCH, STRAWBERRY PUREE CONCENTRATE, CANOLA OIL, SALT, CORN SYRUP, TRISODIUM PHOSPHATE, VEGETABLE AND FRUIT JUICE COLOR, NATURAL FLAVOR. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: CALCIUM CARBONATE, ZINC AND IRON (MINERAL NUTRIENTS), VITAMIN C (SODIUM ASCORBATE), A B VITAMIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN A (PALMITATE), A B VITAMIN (FOLIC ACID), VITAMIN B12, VITAMIN D3.",,,,Cereal,United States
1016539,"Bob's Red Mill Natural Foods, Inc.",,,ORGANIC WHOLE GRAIN OATS.,,48,1/2 cup,Cereal,United States
1849987,"Post Consumer Brands, LLC",CLOVER VALLEY,,"RICE, SUGAR, COCONUT OIL, COCOA (PROCESSED WITH ALKALI), CONTAINS 2% OR LESS OF: CORN SYRUP, SALT, CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVOR. VITAMINS & MINERALS: VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN B2 (RIBOFLAVIN), NIACIN (NIACINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), FOLIC ACID, VITAMIN B12, VITAMIN A PALMITATE, VITAMIN D, REDUCED IRON, ZINC (ZINC OXIDE).",,29,0.75 cup,Cereal,United States
1849988,"Post Consumer Brands, LLC",CLOVER VALLEY,,"SUGAR, WHEAT, CORN SYRUP, HONEY, SALT, CARAMEL COLOR, SOY LECITHIN, VITAMIN C (ASCORBIC ACID), CITRIC ACID, NIACIN (NIACINAMIDE), VITAMIN A PALMITATE, ZINC (ZINC OXIDE), FERRIC ORTHOPHOSPHATE (IRON), SODIUM ACETATE, VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMIN MONONITRATE), VITAMIN D, VITAMIN B12, FOLATE (FOLIC ACID).",,27,0.75 cup,Cereal,United States
1016745,"Post Consumer Brands, LLC",,,"CORN FLOUR, SUGAR, WHOLE GRAIN OAT FLOUR, CANOLA OIL, CORN SYRUP, COOKIE BITS (SUGAR, CORN FLOUR, COCOA (PROCESSED WITH ALKALI), SOYBEAN OIL), SALT, CALCIUM CARBONATE, COCOA (PROCESSED WITH ALKALI), CARAMEL COLOR, NATURAL AND ARTIFICIAL FLAVOR, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,38,1 1/3 cup,Cereal,United States
1016787,"Post Consumer Brands, LLC",,,"INGREDIENTS: WHOLE GRAIN WHEAT, SUGAR, DARK CHOCOLATE CHIPS (SUGAR, UNSWEETENED CHOCOLATE, COCOA BUTTER, SOY LECITHIN, VANILLA EXTRACT), COCOA (PROCESSED WITH ALKALI), GELATIN, NATURAL AND ARTIFICIAL FLAVOR, RED 40, BLUE 1. VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.",,60,20 biscuits,Cereal,United States
1016789,"Post Consumer Brands, LLC",,,"INGREDIENTS: WHOLE GRAIN WHEAT, RAISINS, WHEAT BRAN, SUGAR, WHEAT FLOUR, MALTED BARLEY FLOUR, SALT. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), ZINC OXIDE (SOURCE OF ZINC), VITAMIN A PALMITATE, PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, VITAMIN B12, VITAMIN D3.",,61,1 1/4 cup,Cereal,United States
1016799,"Post Consumer Brands, LLC",,,"CORN FLOUR, SUGAR, MARSHMALLOWS (SUGAR, MODIFIED CORNSTARCH, CORN SYRUP, DEXTROSE, GELATIN, NATURAL AND ARTIFICIAL FLAVOR, SODIUM HEXAMETAPHOSPHATE), WHOLE GRAIN OAT FLOUR, CANOLA OIL, CORN SYRUP, SALT, CALCIUM CARBONATE, NATURAL FLAVOR, RED 40, YELLOW 5, BLUE 1, YELLOW 6. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,32,1 cup,Cereal,United States
1016805,"Post Consumer Brands, LLC",,,"INGREDIENTS: SUGAR, CORN FLOUR, MARSHMALLOWS (SUGAR, MODIFIED CORNSTARCH, COM SYRUP, DEXTROSE, GELATIN, NATURAL AND ARTIFICIAL FLAVOR, SODIUM HEXAMETAPHOSPHATE), WHOLE GRAIN OAT FLOUR, WHOLE GRAIN WHEAT, COR MEAL, CANOLA OIL, MODIFIED CORNSTARCH, SALT, CALCIUM CARBONATE, COM SYRUP, MOLASSES, HONEY FRUCTOSE, BAKING SODA (SODIUM BICARBONATE), SOY LECITHIN, NATURAL AND ARTIFICIAL FLAVOR, DEXTROSE, RED 40, TRISODIUM PHOSPHATE, BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: FERRIC ORTHOPHOSPHATE (SOURCE OF IRON), NIACINAMIDE (VITAMIN B3), ZINC OXIDE, THIAMIN MONONITRATE (VITAMIN B1), CALCIUM PANTOTHENATE (VITAMIN B5), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), FOLIC ACID.",,42,42 GRM,Cereal,United States
1017165,"Post Consumer Brands, LLC",,,"INGREDIENTS: WHOLE GRAIN WHEAT, SUGAR, GELATIN, NATURAL AND ARTIFICIAL FLAVOR, RED 40, BLUE 1. BHT ADDED TO PRESERVE FRESHNESS. VITAMINS AND MINERALS: REDUCED IRON, NIACINAMIDE (VITAMIN B3), FOLIC ACID, ZINC OXIDE (SOURCE OF ZINC), PYRIDOXINE HYDROCHLORIDE (VITAMIN B6), RIBOFLAVIN (VITAMIN B2), THIAMIN MONONITRATE (VITAMIN B1), VITAMIN B12.",,60,21 biscuits,Cereal,United States
1017381,"Hy-Vee, Inc.",,,100% WHOLE GRAIN ROLLED OATS.,,40,1/2 cup,Cereal,United States
1017535,"Topco Associates, Inc.",,,WHOLE GRAIN ROLLED OATS.,,45,1/2 cup,Cereal,United States
1017555,"Topco Associates, Inc.",,,WHOLE GRAIN ROLLED OATS.,,48,1/2 cup,Cereal,United States
1017627,NATURE'S PATH ORGANIC,,,"CORN MEAL*, YELLOW CORN FLOUR*, CANE SUGAR*, DRIED COCONUT*, QUINOA*, AMARANTH*, SPICES* (TURMERIC*, CINNAMON*, GINGER*, BLACK PEPPER*), HONEY*, SEA SALT, FLAVORS* (VANILLA*, CARDAMOM*).",,40,1 cup,Cereal,United States
1017701,"Associated Wholesale Grocers, Inc.",,,100% WHOLE GRAIN ROLLED OATS.,,40,1/2 cup,Cereal,United States
